REPORT_ID	Y_FRAUD
4653998	0
8074426	
8930620	
4634528	0
4618714	0
3677226	0
4376816	
2059706	0
2608287	0
378439	0
90751	0
6928654	0
7868266	
481849	1
4071653	0
4401694	0
4265287	0
4087458	0
4146127	0
4282946	
1244488	0
4338687	0
3590354	0
2455499	0
4471780	0
6439757	
1471467	0
4430315	0
4036323	0
8456715	
3142576	0
5057585	0
3594220	0
4444292	0
8305174	
3700411	0
3922968	0
2353900	0
4326322	0
7926496	
4382996	0
1850222	0
4766980	
4693096	0
8412418	
5295306	0
1968892	0
3653352	0
5143116	0
2249446	0
5304215	0
3765026	0
5395949	0
5600696	0
7817426	
1983199	0
5429679	0
489884	0
5400902	0
5120780	0
2459869	0
7086243	0
2948322	0
4656706	
3715700	0
442240	0
6140285	
4070626	0
5257768	0
2894966	0
4802996	0
1650801	0
4440977	0
1913636	0
3982622	0
3735369	0
4763549	0
4346368	0
8048511	
1297329	0
5161524	0
2974175	1
1923557	1
4800610	0
3214824	0
1687101	0
3932675	0
2311388	0
8819935	
3481432	0
3008251	
1370018	0
5337686	0
4290122	0
483000	0
7672582	
2233430	0
5083926	0
2912773	0
3563291	0
3608356	
4639811	0
4383091	0
5099701	
873467	
621517	0
5357077	0
8909751	
4805612	0
4965959	0
5463271	0
8147120	
2782572	0
4917186	0
460821	0
26899	0
4029766	0
811535	0
3648203	0
4586456	0
4533634	0
5293056	0
1170764	0
793902	0
4990114	0
5506600	0
5316679	0
2769620	0
6922866	0
1851310	
8746146	
3809862	0
642976	0
5609407	0
5143290	0
4543326	0
7753987	
9410	0
6074813	0
430274	0
5621958	0
7621096	0
8401132	
1446063	0
5143291	0
1021021	0
4249578	0
4266612	0
3078188	0
1896870	0
1273795	0
812726	0
5956066	
4644605	0
8055200	
1172706	0
6154551	0
3170213	0
5396837	
1374787	0
5697698	
468319	0
2356496	0
2080026	0
5354283	1
6547729	0
3326043	0
3556008	0
3375910	0
2126365	0
1519325	0
3199973	0
3154493	0
6300387	0
5992886	
4984553	0
2554991	0
4420313	0
358086	0
7353449	
4182817	0
5083675	0
5625726	0
5462305	0
991324	0
2308469	0
3389425	0
528446	0
5513864	
4082026	0
2489889	0
4360151	0
7891165	
4775020	0
5429330	0
1640450	0
6814134	
3690229	0
1346042	0
1760415	0
4836612	0
254105	0
8510877	
1218668	0
7506305	0
4677068	0
2002939	0
4942719	0
4411466	0
4690747	0
8941043	
1552650	0
4535461	0
8755661	
4221162	
4918290	
6304302	0
3834359	0
1856764	0
2495213	0
2498371	0
454927	0
3112569	0
3924412	0
3332074	0
4290730	0
4426747	0
4215961	0
5358185	0
2513029	0
8320574	
3418449	0
5021376	0
4251196	0
7015995	
3169056	0
7343372	
2144713	0
4434636	0
384989	1
2467965	0
8651126	
8436411	
6279673	0
1750200	0
2270206	0
4441595	0
4179831	
2081275	
6223530	
2131004	0
5414758	0
3558449	0
7078669	
5491070	0
1066924	0
7406591	0
41549	0
3836276	0
2391342	0
4139355	0
4320142	0
5462923	0
5505000	0
4732756	0
3918317	0
3137223	0
4543695	0
3843732	0
3922470	0
1381025	0
500460	0
2902374	
1742989	0
1602031	0
4225322	0
1342613	0
8571727	
3058179	0
3317225	0
2338529	0
1027391	0
5033383	0
7615996	
754461	0
2199803	0
8907843	
2509467	0
3304390	0
938916	0
1710254	0
1776483	
5014191	0
5503106	0
5116287	0
4915342	0
5420821	0
1106270	0
3785219	0
5756142	0
4524602	0
4976756	0
5605852	0
5548799	0
7663800	0
7930404	
2627342	0
5021088	0
4915773	0
7720448	
4377926	0
2510298	0
410938	0
7444607	0
4340657	0
1300644	0
5455254	0
2322240	1
2601726	0
3434665	
5857568	
3032072	0
649851	0
4740201	0
4658530	0
2461186	
866960	0
4229075	0
3047113	0
5757278	0
5595950	0
5157459	0
4477106	0
4606768	0
2974387	0
4707713	0
5865412	0
2775562	0
4912155	0
3847832	0
1303681	0
5107815	0
1591497	0
3721733	0
2473644	0
3076871	0
6338045	0
4958041	0
396331	0
5375920	0
4403201	0
6640318	
1767997	0
3605899	1
2939452	
276068	0
1724652	1
5168483	
3633997	0
8680182	
2714654	0
3209470	0
5409259	0
2705966	1
5251105	
4332144	0
3272779	0
2198449	0
2181176	0
2801867	0
4910203	
4030052	0
2871756	0
1021598	1
3568967	1
1923000	
2394287	0
8580144	
4947209	0
8936930	
2925811	0
4685093	0
8975854	
3005770	0
2654825	1
5439255	0
2852078	0
4891707	0
3061448	0
2310525	0
5500454	0
3921903	
3235499	1
2310606	0
3730403	0
340266	0
226739	0
9190358	
2217684	
8874405	
4976316	0
1974096	0
1974567	0
3183216	0
2964791	0
4749209	0
1131056	0
1695772	0
3903693	0
2153056	0
3618856	0
7467050	0
7223890	
3877331	0
583660	1
8521149	
8869905	
3283428	
3627514	0
6426552	
4271889	0
682671	0
2855141	0
2446045	0
4696454	0
3556783	0
3658176	0
2012808	0
676603	0
565654	0
3893434	0
3856241	0
2727297	0
8111121	
608302	0
1700496	0
4482689	0
972193	0
4393994	0
3073410	0
2732117	0
4997873	
5409419	0
2721004	0
4809874	0
5014407	0
6662745	0
5084043	0
1539204	0
1122185	0
2282301	0
3932549	
3951523	0
1912329	0
5238058	0
4554365	
6032310	0
5107713	0
9065340	
4808728	0
2564129	0
5177462	0
757934	0
5625332	0
9011597	
3313473	1
8845942	
7928417	
4234769	0
4543655	0
3358748	0
5072404	0
482399	0
5147875	0
7369699	0
1220878	0
6735204	0
1393321	0
8705478	
2445559	0
5009351	0
3134478	0
5002354	0
2772421	1
4600515	0
985030	0
2644181	
3688713	0
8646750	
425371	0
4194481	
411251	0
1438143	1
4506095	0
6161546	0
3355765	
168790	0
350800	1
5566368	0
4606074	0
3023581	0
4648698	0
455743	0
5134511	0
2559410	0
3183403	0
4957303	0
652597	0
3333207	0
4987773	0
4726323	0
1535960	0
2365967	1
1126974	0
3332563	0
2695949	0
1249802	0
2458096	0
6121359	0
2721931	0
2957402	0
1348400	0
4986359	0
4403238	0
5167419	0
4192647	0
3853811	0
2902077	0
5311008	0
1656016	0
4024978	0
5242666	
553071	0
4946813	0
6719673	
7985634	
1790118	0
3497653	0
3915120	0
4067894	0
319174	0
2688496	0
3809747	0
5012162	0
8039792	
5179190	0
4831596	0
5062554	0
2098513	0
4821643	0
2624833	0
233034	0
5627236	0
1448943	0
6669982	0
4629146	0
4703658	0
4185285	0
7764197	
7888970	
4366211	0
2528006	0
4031091	0
275651	0
5206369	0
4653022	0
1989158	0
4785127	0
8005780	
892859	0
5007344	
6854045	0
2681097	0
3240629	0
2669490	0
5129724	0
4211430	0
2862485	0
1058318	0
8711376	
3544435	0
8507695	
5191944	0
1268914	0
3850837	0
4413280	0
4613532	0
5215339	0
2699861	0
8557571	
5185121	0
4742523	0
2283487	0
1635951	
3690937	0
7439078	
3766445	0
1486393	0
4777111	0
1551535	0
242891	0
1769161	0
1439125	0
5382190	0
239342	0
5404169	0
4091581	0
6385874	0
5602071	0
919551	0
5294740	0
5162344	0
1365688	0
5259098	0
2090954	0
2263942	0
4912925	0
4856512	0
222380	0
4954406	
8878280	
3654630	0
3181809	
1949657	0
1646660	0
3387006	0
631793	0
4535243	0
1630455	0
3271468	0
2108983	1
8802062	
4155101	0
4954987	0
8452053	
4543020	
4589616	0
2744844	0
599330	0
2145756	0
3096659	1
4243014	0
444695	0
4905176	0
1709687	0
357968	0
4871363	0
4248517	
6095379	1
744576	1
2580300	0
4790607	0
2960327	0
7138113	
1783373	0
7352771	0
543396	0
4506417	
3849391	0
7919320	
2864813	0
3379555	0
117735	1
3347622	0
3196557	0
7506628	
4910477	0
4398839	0
3601357	0
2758043	0
4239058	0
5408712	0
7037513	
6133797	0
4050801	0
3655997	0
7547859	
4853516	0
4455341	0
3872641	0
4339254	0
1436680	0
5389771	0
1553767	0
5412956	0
3000688	0
2470432	
2176619	0
3835523	0
5048819	0
1204552	0
3950510	0
5270087	0
1610108	0
1633488	0
3025337	0
3497821	1
4903253	0
6844536	
3630907	0
5605893	
8966850	
6265453	0
5391127	0
3024847	0
4488113	0
2499323	0
8412258	
417364	0
1998593	0
4636238	0
5944442	0
4894146	0
4547856	0
5804272	0
5152282	0
3811649	0
2611698	0
2152355	0
3609550	0
2823520	0
5313886	0
4634662	
5467114	0
1238196	
4230303	0
3062669	0
8821098	
1203971	0
2653408	0
3778544	0
2695818	0
7087119	
3382148	
8054669	
3543749	0
898891	0
7433166	0
5174376	0
2404312	1
3378312	0
3489287	0
4780854	0
1221406	1
1582495	0
2402996	
1809044	0
4100150	0
471363	0
4160534	0
4249543	0
5791798	0
1421898	0
5366374	
4925471	0
2207782	1
2644419	0
650290	0
574585	0
1018178	0
8760215	
2659010	0
5105860	0
4859949	
2396666	0
2163642	0
2401967	0
5142643	0
5193011	0
3753934	1
8338905	
6619364	0
3916598	0
3523790	0
4558128	
4397451	
1508377	0
5876622	
3633207	0
2556040	0
4867388	0
2390145	0
2081080	0
4032501	0
1646184	
7818420	
1033593	0
2615467	0
3712567	0
2978825	0
1554569	0
5557100	0
1007801	0
2027701	0
4506500	0
8041878	
4384227	0
4038050	0
1838960	0
1548570	0
5387096	0
4747730	0
1115522	0
3707392	0
1603307	1
2725754	0
3878754	0
5457885	0
4782831	
976692	0
5005090	0
4718028	0
659096	0
6750696	
1418267	0
882684	0
1272096	0
1503587	1
2522119	0
8055380	
4543399	0
4094705	0
614272	0
3248648	0
8452463	
4917424	0
4133703	0
3600609	0
1694755	0
4692941	0
2383863	0
8397397	
452997	0
3301601	0
1289312	0
1189940	0
2364344	0
3363542	0
1593198	0
3424752	0
5016839	0
4587096	0
2591017	0
5713329	0
541289	0
1864187	0
1186833	0
3444466	0
5329810	
2600988	0
3016925	1
1637639	0
9177723	
1544807	0
3140653	0
3317802	0
4749091	0
3729513	0
2966263	0
2231556	0
2375767	0
5125725	0
3824680	0
374302	0
4908238	
2115056	0
4904816	0
8102714	
5647966	0
4154881	0
5306139	
1107597	0
641677	0
4401153	0
8437951	
7354191	
4360299	0
3014229	0
7663916	
1880132	0
470197	0
5032156	0
787048	0
1842713	0
4696965	0
1666097	0
787505	0
623234	0
5022793	0
6723387	
3833038	0
1702836	0
1458675	1
1486049	0
3806817	0
3256512	0
4498591	0
8553077	
5072218	0
572473	
567537	0
5231837	0
777072	0
8901901	
790100	0
3199729	0
3542317	0
8178491	
4440043	0
5394676	0
5315122	0
1776337	0
4241868	0
200200	0
3201338	0
7925620	
1780409	0
4247070	0
883113	0
4911146	
2293484	0
2413960	0
2886059	0
4723751	0
1699130	0
2444686	0
1344323	0
4976793	0
3034470	0
655015	0
8009229	
5344253	0
8075423	
3671218	1
2348376	0
4401983	0
3785914	
5262321	0
2659099	0
5121614	0
3663342	0
258871	0
3200997	0
621031	0
2380666	0
4504573	0
4595683	0
5135932	0
7606794	0
138676	0
3124959	0
5179503	0
4262520	
3357079	0
4680130	0
2078247	
2797282	0
5297199	0
6156347	
3612608	0
2967070	0
74971	0
2552732	0
1451953	0
3926977	0
6235087	0
4155223	0
2098699	0
437978	0
599795	0
1313297	0
2763245	0
1236988	0
2927099	0
4517379	0
3364210	0
2138676	0
4581600	0
5446610	0
8186374	
2184185	0
3541539	
3310358	
273874	0
2958687	0
8155293	
1840123	1
7405292	0
2179063	1
5357090	0
2453017	0
4378229	0
786305	0
4544152	0
1407010	0
7844404	
6935717	0
7467928	
3541433	0
2881570	0
4519947	
8495344	
4849313	0
3454449	
1972136	0
2635115	0
5677787	0
3396239	
1815419	0
292178	1
7365570	
1304514	0
7796084	0
8015192	
3167244	
3500140	0
2910168	0
1261701	0
6544946	
379412	0
3781810	0
6794970	0
9113175	
5304714	0
5357216	0
4244211	0
2691768	0
4223060	0
3084759	0
3617188	0
4959785	0
3060740	0
484741	1
4261378	
3239409	0
4904198	
5611619	0
4762788	0
1284134	0
5626292	0
4364399	0
5316212	0
1514492	0
4858476	0
1045048	0
8634389	
4112376	0
2801879	0
3115645	0
8697071	
4309706	0
3011461	0
3085515	0
4684195	0
5284977	0
2431369	0
5413770	0
3570059	0
3388511	0
2451584	0
4990009	0
7357105	0
1925688	0
4975835	0
1031551	0
3052863	0
2527173	0
2518562	0
2925461	0
3029311	0
8145495	
2755458	0
5928201	
2855752	0
8224673	
5232600	0
6993782	
1831498	0
3838388	0
3604527	0
839271	0
1654297	0
4126455	
7098178	
7042242	0
3210085	0
3089908	0
3388594	0
1895575	
3361171	
1584377	0
909242	0
4761865	0
9056795	
3811188	0
5085974	0
2460063	0
5173880	0
4374823	0
299057	0
1446185	0
2494291	0
3829405	0
4759430	0
4179741	1
2763306	0
3185691	
5233366	
5016647	0
7822883	
2539624	0
7739005	0
5439566	0
3501297	0
3057791	
5165822	1
4645850	0
1582522	0
4337522	0
2121336	0
4361073	0
2455005	0
3485150	0
7532693	0
8021934	
3945605	0
4835454	
3701217	0
7137922	0
2488585	0
3544133	0
7540203	0
3798574	
4579922	0
1593233	1
2843776	
2213055	0
7146154	0
3665130	0
2086062	0
4429411	1
4102103	0
2760469	0
8593387	
5255787	0
5237492	0
4183100	1
9173336	
5634703	0
4313751	0
4160462	0
1096959	
6368616	
252118	0
8862953	
3645082	0
1389663	0
3681710	0
2589938	0
3064590	0
391434	0
5195598	0
5138916	0
4090448	0
5074424	0
2600811	0
4545498	
4172426	0
2629542	0
1659102	0
4878849	0
8792089	
4544683	0
8735226	
4592105	0
927387	0
1468764	0
1320563	0
278338	0
8977623	
5396840	0
3346965	0
5559645	0
7640752	
1211865	0
4072702	0
5331097	0
7790093	
6077062	0
8354703	
1564907	0
3612783	0
7541582	0
5572313	
523436	0
4969631	
3789577	0
865683	0
3817597	0
263602	0
2908464	0
5144084	0
4942687	0
8196482	
7370791	0
8103421	
1352251	0
4224215	0
2477368	0
4783271	
7644480	0
1624734	0
3931454	0
3446692	1
879142	0
4625155	0
6807884	0
4980618	0
298637	0
3432138	0
4420500	0
8305045	0
5307785	0
3355936	
5567365	0
2154025	0
5795985	
4784087	0
1642054	0
2993031	0
2451171	0
5605208	0
5429218	1
1651645	0
4799094	0
1803307	0
4452453	0
6624043	0
4020422	0
3184202	
4451269	0
3785806	0
1459847	0
8683759	
4909788	0
439237	0
2202974	
5450009	0
5647201	
1297287	0
2676508	0
2924005	0
5195903	0
5459421	
3163873	0
1878571	0
482658	0
4920354	0
425971	0
7414704	
3135118	0
5508942	0
3476422	0
3451188	0
4383304	0
1676712	0
707449	0
4545916	0
4800145	0
4946028	0
6217588	0
3993197	0
3707472	0
3628535	0
2176449	0
805270	0
2334602	0
1105468	0
3555535	0
608172	0
4384126	0
1259566	0
4814833	0
3580137	0
3260602	
7958541	
5296376	
6513099	0
5502544	0
3360669	1
8564001	
5244300	0
9189791	
2469158	0
6853407	
603654	0
8000571	0
3489185	0
5016791	0
2449981	0
3677261	0
473065	0
2071761	0
4743793	0
3572734	0
3289132	0
3973598	0
4412259	0
3573352	0
5281268	0
4284947	0
1684168	0
5250253	
3444727	0
269004	0
3576272	0
5628802	0
2462489	0
4722595	0
809901	0
3221152	0
7987224	
9046149	
4764968	0
1137386	0
4287919	0
209655	0
4957749	0
3732914	0
5522003	
1833910	0
5569487	0
3637355	0
5063438	0
2926835	0
3076153	0
6763015	0
5087416	0
2026380	0
5435937	0
4742348	0
185630	0
1033072	0
3107524	0
1833738	0
3653022	0
923456	0
1322582	0
896530	0
1056713	0
3542001	0
8685414	
1605733	
3614180	0
5576407	
453624	0
502453	0
9031088	
3663695	0
3739964	
4181430	0
5440745	
5574617	0
8718872	
3921432	0
236096	0
3994459	
4961961	0
1103182	0
4580864	0
3061825	0
4505253	0
2428892	0
5246575	0
1793225	0
1346462	0
7380366	
2938955	1
2399895	0
5389618	0
875160	0
8420451	
2557827	0
3519746	0
3728376	0
2432356	
3001853	0
773871	0
528490	0
7996952	
4397012	0
4244725	0
4925454	0
8345510	
3333001	0
406553	0
3647267	0
2919285	0
4704264	0
2155834	0
8447781	
2510774	0
4753062	0
2166178	0
637141	0
2055847	0
3154569	1
3202764	1
4783222	0
9140679	
2780821	0
1122682	0
4491971	0
1766072	0
5211545	
9053393	
286862	0
2979620	0
4974583	
5157918	0
3614062	0
3563395	0
8811808	
4152096	0
1973068	0
1490194	0
3676865	0
3990470	0
4582560	0
3331911	0
779776	1
3617501	0
4126943	0
3539693	0
4557319	
2984035	0
5092745	0
3704568	0
3035767	0
3608231	0
979809	0
8234563	
3383735	0
2699712	0
3281112	0
4986899	0
7330925	0
4834822	0
915191	0
7588747	
5560326	1
8050636	
1686850	0
5217573	0
2597877	0
3256023	0
7718598	0
1517474	0
1444915	0
4552558	0
4532908	0
684869	0
3765358	0
3211677	0
4225957	0
989984	0
5079358	0
4282162	0
5197404	0
1047492	0
6042331	0
3289343	0
2020735	0
3303800	1
5021975	0
7559547	0
2228735	0
3289501	1
3720572	0
8630910	
2950826	1
3155030	0
4476044	0
4954058	0
4949092	0
869207	0
288705	0
8526407	
5010392	0
8280776	
3487331	
1216073	0
1722194	0
4576741	0
3302170	0
2682572	1
2361538	
1812557	0
1804115	0
1829421	0
5118162	0
5300113	0
2674765	0
4454141	0
9138280	
6387519	
6706284	
4957852	0
2824008	0
1919732	0
3198978	1
5600712	
1735752	0
4296559	0
2910982	0
4775547	0
3831574	0
1296857	0
4432856	0
4039052	0
6903112	0
3189890	0
5208446	0
1794801	0
3214911	0
2422542	0
3597573	1
2697870	0
4233283	0
5603649	0
3322186	0
2902436	0
5452381	0
3154834	0
1887095	0
2467064	0
3185939	
2919170	0
2618362	0
1258150	0
1828100	0
8889344	
1402043	0
8901664	
5125206	0
3843536	0
912832	0
5354071	0
1896516	0
4885459	
3560504	0
8537786	
4855261	0
4349506	
3019408	0
3418004	0
4072660	0
5173151	0
2893689	0
5549650	0
3088055	0
4853838	0
5279664	0
1611321	0
5396688	0
4022698	0
1700331	
6199562	0
3242166	1
3198861	0
3585233	0
5532988	0
639071	0
8346501	
628210	1
5079854	0
4344205	0
3038984	0
2721797	0
3362702	0
5056020	
2573142	0
4992043	0
3294372	
8881415	
2298768	0
2488679	0
8739363	
8079190	
3973143	0
600555	0
4846245	0
383818	0
7363079	0
2727891	0
4893613	0
4982078	
3760031	1
2294310	0
3324094	0
4759292	0
7846560	
3154004	0
5293691	0
1980418	0
1290683	0
4741096	0
4291468	0
9061413	
2482918	0
5518423	0
1179991	0
2633332	0
608572	0
4119241	0
1552169	0
2688474	0
3717020	0
1121171	0
2047431	1
6987909	
5113830	1
5263616	0
4043389	0
2674099	0
5353452	
1460630	0
8152261	
2034665	0
3569008	0
4243078	0
3655622	0
4493947	0
2268960	0
3986202	0
2087058	1
3991972	0
4396184	0
2861681	
5234749	0
1680806	0
3799876	0
2952618	0
4539161	0
2386745	0
4514858	0
7783486	
411162	0
1401819	0
2705940	0
2964741	0
3294587	0
4350559	0
3630514	1
2967496	0
3054218	0
2852862	0
2253554	0
5294887	0
2662919	0
3663298	0
5889172	0
5214850	0
5525315	0
2327269	0
2691648	0
1556220	0
1698609	0
7375958	
3504370	0
186107	0
3105261	0
5331029	0
6396028	
401770	0
3094546	0
4799427	0
8015145	
2988684	1
1429385	1
1265930	0
403167	0
634370	0
5445026	0
5346587	0
316662	0
3931393	
3418354	0
4479756	0
3676781	
2115021	0
5022925	0
9025991	
2982548	
1019929	0
3618970	0
3979159	
8036227	
3100724	0
4412774	0
4364164	0
4677772	0
5044847	
1684563	0
3932663	0
2923839	0
4831663	0
5525970	
6621224	0
1595339	0
566128	0
8224086	
468783	0
3139457	0
2864629	0
414479	0
919674	0
1170951	0
3068455	0
608138	0
4574498	0
2553620	0
5248939	
1581202	0
2895378	0
5619104	0
1204844	0
4462519	0
5259302	0
1743840	0
2769940	0
7402056	0
4319407	0
2490884	0
3314935	0
5384867	0
3636336	0
5477349	1
422450	0
2409384	0
3291170	0
3523793	0
5403338	0
7231941	0
2995095	0
429729	0
3622096	0
5554578	0
5455264	0
4626219	0
5555039	0
4557996	0
2699235	0
7824138	
4544225	0
7684399	0
8378903	
2397557	0
7501454	
5041217	0
780995	0
5136999	0
3574824	0
1204805	0
1296294	0
751269	0
529439	0
2827181	0
4150393	0
3797060	0
548726	0
5411884	0
8184335	
2647916	0
660710	0
3985142	0
2361576	0
2260220	0
621303	0
5087478	0
259127	0
2542022	0
5061636	0
7005176	
4905170	1
2652139	0
3069999	0
4736766	0
1699771	0
4903802	0
5074869	0
4026753	0
6157770	0
2604213	0
1764648	0
2794821	0
2661954	
2388167	0
4116863	0
4375370	0
3691391	0
7709637	0
2428099	0
4610421	0
2004258	0
4537322	0
485093	
4289994	0
4828305	0
5270306	
5175177	0
4643681	0
3427183	0
5214345	
3490457	0
8113885	
5723466	0
3634118	0
4505600	
3037345	0
1512344	
5255955	0
5265394	0
4265152	0
2647348	0
4291751	0
2975228	0
2824089	0
4633438	0
6598473	0
3689703	0
2537401	0
1397149	0
8722069	
5548650	0
8212457	
3490927	0
4896937	
4467579	
1450165	0
2143525	0
5388760	0
7677088	0
1718397	0
7582191	0
3227816	0
4505681	0
4745541	0
4629059	0
2273981	0
4891112	0
707208	0
4502758	0
2467966	0
8434933	
4945702	0
