REPORT_ID	type_dw	get_time	changing_months	changing_amount	content
1357026	提前还款（全部）	2016-09-09	0	10226	全部提前还款
1357026	提前还款（全部）	2015-09-07	0	130550	全部提前还款
1357026	提前还款（全部）	2016-08-23	0	25010	全部提前还款
1357026	提前还款（部分）	2016-06-11	0	7800	部分提前还款
1357026	提前还款（全部）	2016-08-21	0	51638	全部提前还款
1357026	提前还款（全部）	2016-08-21	0	11046	全部提前还款
1357026	提前还款（全部）	2016-08-23	0	26012	全部提前还款
1357026	提前还款（全部）	2013-12-27	-36	25000	--
1357026	提前还款（全部）	2015-08-31	0	39708	全部提前还款
1357026	提前还款（全部）	2014-01-29	-36	10000	--
1357026	提前还款（全部）	2016-08-23	0	30612	全部提前还款
1357026	提前还款（全部）	2016-08-23	0	40916	全部提前还款
1357026	提前还款（全部）	2016-08-28	0	53849	全部提前还款
2000625	提前还款（部分）	2016-07-17	-12	262	提前还款（部分）
2000625	提前还款（全部）	2016-10-26	0	2000	--
2000625	提前还款（全部）	2016-11-25	0	2000	--
2000996	提前还款（全部）	2017-01-13	0	1056	--
2000996	提前还款（全部）	2016-10-13	0	781	--
2000996	提前还款（全部）	2016-10-13	0	506	--
2001535	提前还款（全部）	2017-02-21	-1	3000	--
2001535	提前还款（全部）	2017-03-28	-1	3000	--
2001535	提前还款（全部）	2017-01-21	-1	3000	--
2002452	提前还款（全部）	2017-02-21	0	845	--
2004258	提前还款（部分）	2017-03-03	0	1277	--
2004258	提前还款（全部）	2015-11-25	0	21658	--
2004258	提前还款（部分）	2017-03-03	0	820	--
2004258	提前还款（部分）	2017-03-03	0	563	--
2004258	提前还款（部分）	2017-03-03	0	265	--
2004258	提前还款（部分）	2017-03-03	0	144	--
2004258	提前还款（全部）	2015-10-30	0	1041	--
2004258	提前还款（部分）	2017-03-03	0	227	--
1987347	提前还款（全部）	2017-02-13	0	1206	--
1987347	提前还款（全部）	2017-02-22	0	856	--
1987347	提前还款（全部）	2017-03-23	0	8564	--
1987347	提前还款（部分）	2017-03-06	0	938	--
1993465	提前还款（部分）	2017-03-17	0	843	--
1993465	提前还款（全部）	2017-01-24	0	2520	--
1993465	其他	2016-12-01	-3	1313	正常提前还款
1993465	提前还款（全部）	2017-01-24	0	3962	--
1996916	提前还款（部分）	2017-03-03	0	5853	--
1996916	提前还款（部分）	2017-02-28	0	1063	--
1996916	提前还款（全部）	2017-03-17	0	3091	--
1996916	提前还款（部分）	2017-02-28	0	1058	--
1996916	提前还款（全部）	2017-02-04	0	6039	--
2004168	提前还款（部分）	2017-03-19	0	474	--
2004168	提前还款（部分）	2017-03-19	0	379	--
2004168	提前还款（部分）	2017-03-19	0	638	--
2010580	提前还款（部分）	2017-03-11	0	183	--
2010580	提前还款（部分）	2017-03-11	0	183	--
2010580	提前还款（全部）	2016-03-18	0	197	--
2010580	提前还款（全部）	2016-01-11	0	587	--
2010580	提前还款（全部）	2016-06-20	0	411	--
2010580	提前还款（部分）	2017-03-11	0	137	--
1990463	其他	2013-11-27	0	200000	无
1990463	提前还款（全部）	2017-01-03	0	8402	全部提前还款
1990463	提前还款（全部）	2017-01-03	0	68336	全部提前还款
1990463	提前还款（全部）	2017-02-13	0	382088	提前还款
1990463	其他	2013-05-29	0	100000	无
1990463	其他	2013-05-29	0	100000	无
1990463	提前还款（全部）	2017-01-03	0	187311	全部提前还款
2002104	其他	2016-03-06	-7	1626	正常提前还款
2002846	提前还款（全部）	2017-01-09	0	2400	2041[表内贷款提前还款]
2002846	提前还款（全部）	2017-01-31	0	1600	--
2003343	提前还款（全部）	2016-09-01	0	2985	--
2003343	提前还款（全部）	2016-09-01	0	322	--
2003343	提前还款（全部）	2016-09-01	0	365	--
2003343	提前还款（全部）	2016-09-01	0	714	--
2003343	提前还款（全部）	2016-09-01	0	428	--
2003343	提前还款（全部）	2016-09-01	0	256	--
2006108	提前还款（全部）	2016-03-25	0	10709	--
1998985	其他	2013-07-31	0	282176	提前还款
2007791	提前还款（全部）	2017-01-18	-1	1500	--
2007791	提前还款（全部）	2017-02-15	-1	1500	--
2007791	提前还款（全部）	2017-03-19	-1	1500	--
2007791	提前还款（全部）	2016-12-19	-1	1500	--
2009926	提前还款（全部）	2017-02-17	0	3663	--
1981920	提前还款（部分）	2017-03-04	0	311	--
1984475	提前还款（全部）	2016-08-08	-5	2615	提前结清
1984475	提前还款（全部）	2016-12-15	-4	926	提前结清
1984475	提前还款（全部）	2017-02-21	-6	5143	提前结清
1984475	提前还款（全部）	2016-07-08	-11	8498	提前结清
1984475	提前还款（全部）	2017-02-20	-3	2119	提前还款（全部）
1984475	提前还款（全部）	2017-02-21	-3	1008	提前结清
1989158	提前还款（全部）	2017-02-25	-1	1800	--
2002717	展期（延期）	2009-10-01	12	20000	[展期]
2002717	展期（延期）	2014-01-01	12	100000	[展期]
2005748	提前还款（部分）	2017-03-09	0	394	--
2008611	提前还款（全部）	2017-02-23	0	1007	--
2008611	提前还款（全部）	2015-07-21	0	19231	全额提前结清
2008611	提前还款（全部）	2017-03-25	0	8515	--
2008611	提前还款（部分）	2017-02-28	0	907	--
2010256	提前还款（全部）	2016-02-07	0	240	--
2010515	提前还款（全部）	2017-04-01	0	3433	--
2010515	提前还款（部分）	2017-03-02	0	3433	--
2010344	提前还款（全部）	2016-03-26	0	174	--
2010344	提前还款（全部）	2016-09-29	0	304	--
2010911	提前还款（部分）	2017-03-10	0	95	--
2010911	提前还款（部分）	2017-03-10	0	87	--
2010911	提前还款（全部）	2016-01-05	0	561	--
2010911	提前还款（部分）	2017-03-10	0	81	--
2010911	提前还款（部分）	2017-03-10	0	74	--
2010911	提前还款（全部）	2016-01-11	0	1889	--
2010911	提前还款（全部）	2016-05-11	0	519	--
2010911	提前还款（部分）	2017-03-10	0	75	--
2010911	提前还款（全部）	2016-06-11	0	527	--
2010911	提前还款（全部）	2016-01-05	0	795	--
2010911	提前还款（部分）	2017-03-10	0	68	--
2010911	提前还款（全部）	2016-04-11	0	512	--
2010911	提前还款（全部）	2016-01-05	0	510	--
2010911	提前还款（部分）	2017-03-10	0	103	--
2010911	提前还款（部分）	2017-03-10	0	47	--
2010911	提前还款（部分）	2017-03-10	0	63	--
2010911	提前还款（全部）	2017-03-10	0	68	--
1985726	提前还款（全部）	2015-11-09	0	1370	--
1985726	提前还款（全部）	2015-11-09	0	659	--
1991151	提前还款（全部）	2017-03-30	0	1503	--
2002386	其他	2016-06-17	-1	725	正常提前还款
2002386	提前还款（全部）	2017-02-28	0	0	提前还款（全部）
2002386	其他	2016-06-17	-40	15739	正常提前还款
2011038	提前还款（部分）	2017-03-14	0	430	--
2011038	提前还款（部分）	2017-03-14	0	94	--
2011038	提前还款（全部）	2017-01-17	0	2122	--
2011038	提前还款（全部）	2017-01-17	0	2122	--
8739921	提前还款（全部）	2017-01-21	-2	667	--
8740005	提前还款（全部）	2017-06-18	-3	2020	--
8740005	提前还款（全部）	2017-05-16	0	1700	2041[表内贷款提前还款]
8740005	提前还款（全部）	2017-03-17	0	1500	2041[表内贷款提前还款]
8740005	提前还款（全部）	2017-05-16	0	1905	提前结清
8740005	提前还款（全部）	2017-04-07	0	1407	提前结清
8740005	提前还款（全部）	2017-07-09	0	2111	提前结清
8740005	提前还款（全部）	2017-05-28	0	1000	--
8740005	提前还款（全部）	2017-07-17	0	1129	--
8740005	提前还款（全部）	2017-03-23	-1	1010	--
8740005	提前还款（全部）	2017-05-03	0	1909	提前结清
8745997	提前还款（全部）	2015-02-11	-1	14000	--
8745997	提前还款（全部）	2016-06-22	-1	35000	--
8745997	提前还款（全部）	2015-03-06	-1	20000	--
8745997	提前还款（全部）	2016-12-18	-2	15500	--
8745997	提前还款（全部）	2016-12-31	-2	11000	--
8745997	提前还款（全部）	2015-08-29	-3	20000	--
8745997	提前还款（全部）	2015-07-03	-1	18000	--
8745997	提前还款（全部）	2016-07-05	-1	13000	--
8745997	提前还款（全部）	2015-12-27	-3	5000	--
8745997	提前还款（全部）	2014-11-15	-2	2000	--
8745997	提前还款（全部）	2014-12-05	-3	5000	--
8745997	提前还款（部分）	2017-03-23	0	293	--
8745997	提前还款（全部）	2016-12-03	-1	7000	--
8745997	提前还款（全部）	2015-07-03	-2	5000	--
8745997	提前还款（全部）	2016-02-24	-1	2300	--
8745997	提前还款（全部）	2016-12-18	-1	12000	--
8745997	提前还款（全部）	2016-02-24	-1	300	--
8745997	提前还款（全部）	2016-02-24	-1	2700	--
8745997	提前还款（全部）	2016-12-18	-1	13000	--
8745997	提前还款（全部）	2016-02-24	-1	1500	--
8745997	提前还款（全部）	2015-12-24	-3	3500	--
8745997	提前还款（全部）	2016-02-24	-1	2300	--
8745997	提前还款（全部）	2016-12-31	-2	8000	--
8745997	提前还款（全部）	2017-05-25	-2	5000	--
8745997	提前还款（全部）	2014-10-01	-3	2000	--
8745997	提前还款（全部）	2015-12-30	-3	4000	--
8745997	提前还款（全部）	2015-11-25	-1	20000	--
8745997	提前还款（全部）	2016-10-02	-1	9000	--
8745997	提前还款（全部）	2016-09-20	-1	22000	--
8745997	提前还款（全部）	2016-03-22	-2	15000	--
8745997	提前还款（全部）	2016-01-08	-2	800	--
8745997	提前还款（全部）	2017-08-24	-1	11000	--
8745997	提前还款（全部）	2015-08-29	-2	3000	--
8745997	提前还款（全部）	2016-06-21	-1	5000	--
8745997	提前还款（全部）	2016-07-05	-1	10000	--
8745997	提前还款（全部）	2016-06-22	-2	2000	--
8745997	提前还款（全部）	2015-12-30	-3	4000	--
8745997	提前还款（全部）	2017-03-17	-1	22500	--
8745997	提前还款（全部）	2016-10-02	-1	14000	--
8745997	提前还款（全部）	2016-09-19	-1	25000	--
8745997	提前还款（全部）	2017-03-17	-1	23000	--
8745997	提前还款（全部）	2017-03-15	-1	5000	--
8745997	提前还款（全部）	2016-01-08	-2	3400	--
8745997	提前还款（全部）	2014-11-04	-1	10000	--
8745997	提前还款（全部）	2016-02-24	-1	2600	--
8745997	提前还款（全部）	2016-12-18	-1	1500	--
8745997	提前还款（全部）	2015-02-21	-1	15000	--
8745997	提前还款（全部）	2016-12-18	-2	15000	--
8745997	提前还款（全部）	2014-10-01	-1	30000	--
8745997	提前还款（全部）	2016-01-08	-2	3400	--
8745997	提前还款（全部）	2016-03-22	-1	18000	--
8745997	提前还款（全部）	2016-12-18	-1	14000	--
8745997	提前还款（全部）	2016-12-18	-1	11000	--
8745997	提前还款（全部）	2016-02-24	-1	2000	--
8745997	提前还款（全部）	2016-07-04	-1	30000	--
8745997	提前还款（全部）	2015-07-03	-2	5000	--
8745997	提前还款（全部）	2015-12-27	-3	7500	--
8745997	提前还款（全部）	2015-12-30	-3	4000	--
8745997	提前还款（全部）	2015-12-24	-3	3500	--
8745997	提前还款（全部）	2015-08-29	-3	5000	--
8745997	提前还款（全部）	2016-02-24	-1	2300	--
8745997	提前还款（全部）	2015-11-25	-1	20000	--
8745997	提前还款（全部）	2015-08-29	-2	22000	--
8745997	提前还款（全部）	2016-03-12	-1	8500	--
8745997	提前还款（全部）	2015-08-06	-2	22000	--
8745997	提前还款（全部）	2016-07-05	-1	35000	--
8745997	提前还款（全部）	2016-02-24	-1	2000	--
8745997	提前还款（全部）	2015-12-30	-3	3700	--
8745997	提前还款（全部）	2015-11-25	-1	10000	--
8745997	提前还款（全部）	2016-07-04	-1	30000	--
8745997	提前还款（全部）	2016-01-08	-2	3400	--
8745997	提前还款（全部）	2015-08-06	-2	22000	--
8745997	提前还款（全部）	2015-07-03	-1	6000	--
8745997	提前还款（全部）	2015-12-27	-3	1900	--
8745997	提前还款（全部）	2015-07-07	-2	30000	--
8745997	提前还款（全部）	2015-03-07	-1	2000	--
8745997	提前还款（全部）	2017-08-24	-1	9000	--
8745997	提前还款（全部）	2015-09-29	-2	30000	--
8745997	提前还款（全部）	2015-12-23	-1	2000	--
8745997	提前还款（全部）	2015-07-07	-2	10000	--
8745997	提前还款（全部）	2017-05-25	-1	7000	--
8745997	提前还款（全部）	2016-01-08	-2	1000	--
8745997	提前还款（全部）	2015-12-30	-3	4000	--
8745997	提前还款（全部）	2016-12-18	-1	8000	--
8745997	提前还款（全部）	2017-08-24	-1	11000	--
8745997	提前还款（全部）	2016-12-31	-2	2000	--
8745997	提前还款（全部）	2017-06-15	-1	23000	--
8745997	提前还款（部分）	2017-03-23	0	89	--
8745997	提前还款（全部）	2016-02-24	-1	2700	--
8745997	提前还款（全部）	2017-03-15	-1	5000	--
8745997	提前还款（全部）	2016-01-05	-2	3700	--
8745997	提前还款（全部）	2017-05-25	-2	9000	--
8745997	提前还款（全部）	2016-02-24	-1	2500	--
8745997	提前还款（全部）	2015-11-25	-1	19500	--
8745997	提前还款（全部）	2015-03-06	-1	10000	--
8745997	提前还款（全部）	2017-08-24	-1	5000	--
8745997	提前还款（全部）	2015-11-06	-1	17000	--
8745997	提前还款（部分）	2017-03-23	0	214	--
8745997	提前还款（全部）	2016-12-03	-1	11000	--
8745997	提前还款（全部）	2016-09-19	-1	26000	--
8745997	提前还款（全部）	2015-01-20	-2	15000	--
8745997	提前还款（全部）	2016-04-05	-2	32500	--
8745997	提前还款（全部）	2017-06-15	-1	29000	--
8745997	提前还款（全部）	2016-03-22	-1	20000	--
8745997	提前还款（全部）	2014-11-04	-1	15000	--
8745997	提前还款（全部）	2017-03-15	-1	5000	--
8745997	提前还款（全部）	2015-06-01	-1	44000	--
8745997	提前还款（全部）	2016-02-24	-1	2500	--
8745997	提前还款（全部）	2016-02-24	-1	3000	--
8745997	提前还款（全部）	2017-06-15	-1	25200	--
8745997	提前还款（全部）	2015-08-29	-2	22000	--
8745997	提前还款（全部）	2017-03-15	-1	5000	--
8745997	提前还款（全部）	2015-03-07	-1	25000	--
8745997	提前还款（全部）	2016-06-22	-1	6000	--
8745997	提前还款（全部）	2015-04-18	-1	24000	--
8745997	提前还款（全部）	2016-10-02	-1	15000	--
8745997	提前还款（全部）	2014-11-29	-2	20000	--
8745997	提前还款（全部）	2016-02-24	-1	3000	--
8745997	提前还款（全部）	2016-12-31	-4	11000	--
8745997	提前还款（全部）	2016-02-24	-1	3000	--
8745997	提前还款（全部）	2016-03-22	-1	2000	--
8745997	提前还款（全部）	2016-02-24	-1	1600	--
8745997	提前还款（部分）	2017-03-23	0	98	--
8745997	提前还款（全部）	2017-03-17	-1	24000	--
8745997	提前还款（全部）	2015-11-25	-1	13000	--
8745997	提前还款（全部）	2017-03-17	-1	26500	--
8745997	提前还款（全部）	2017-03-17	-1	23000	--
8745997	提前还款（全部）	2015-12-27	-3	3700	--
8745997	提前还款（全部）	2016-10-02	-1	14500	--
8745997	提前还款（全部）	2015-12-23	-1	18000	--
8745997	提前还款（全部）	2016-06-21	-1	20000	--
8745997	提前还款（全部）	2016-01-08	-2	3400	--
8745997	提前还款（全部）	2015-12-30	-3	3700	--
8745997	提前还款（全部）	2016-02-24	-1	2500	--
8745997	提前还款（全部）	2016-07-05	-1	10000	--
8745997	提前还款（全部）	2016-10-02	-1	12000	--
8745997	提前还款（全部）	2016-02-24	-1	2000	--
8745997	提前还款（全部）	2015-09-29	-2	5500	--
8745997	提前还款（全部）	2015-12-23	-3	3500	--
8745997	提前还款（全部）	2016-02-24	-1	1600	--
8745997	提前还款（全部）	2016-06-13	-1	22000	--
8745997	提前还款（全部）	2015-12-23	-1	18500	--
8745997	提前还款（全部）	2017-03-17	-1	13000	--
8745997	提前还款（全部）	2017-03-17	-1	20000	--
8745997	提前还款（全部）	2016-09-19	-1	10000	--
8745997	提前还款（全部）	2016-01-05	-2	3700	--
8745997	提前还款（全部）	2014-10-01	-3	17000	--
8745997	提前还款（全部）	2015-02-11	-1	25000	--
8745997	提前还款（全部）	2015-01-20	-2	20000	--
8745997	提前还款（全部）	2014-10-01	-3	3000	--
8745997	提前还款（全部）	2016-02-24	-1	3000	--
8745997	提前还款（全部）	2014-11-21	-4	500	--
8745997	提前还款（全部）	2017-05-25	-2	10000	--
8745997	提前还款（全部）	2015-03-06	-1	2000	--
8745997	提前还款（全部）	2015-04-18	-1	20000	--
8745997	提前还款（全部）	2016-02-24	-1	2000	--
8745997	提前还款（全部）	2014-11-14	-2	20000	--
8745997	提前还款（全部）	2015-03-07	-1	13000	--
8745997	提前还款（全部）	2017-03-17	-1	4000	--
8745997	提前还款（全部）	2016-09-19	-1	5000	--
8745997	提前还款（全部）	2015-07-03	-1	20000	--
8745997	提前还款（全部）	2015-12-27	-3	4500	--
8745997	提前还款（全部）	2016-02-24	-1	1600	--
8745997	提前还款（全部）	2015-03-07	-2	12000	--
8745997	提前还款（全部）	2017-06-15	-1	30000	--
8745997	提前还款（全部）	2015-05-19	-2	15000	--
8745997	提前还款（全部）	2015-09-29	-2	23000	--
8745997	提前还款（全部）	2016-02-24	-1	2700	--
8745997	提前还款（全部）	2017-06-15	-1	33000	--
8745997	提前还款（全部）	2014-12-10	-1	19000	--
8745997	提前还款（全部）	2015-12-30	-3	4000	--
8745997	提前还款（全部）	2017-06-15	-1	24000	--
8745997	提前还款（全部）	2017-03-17	-1	4800	--
8745997	提前还款（全部）	2016-02-24	-1	1600	--
8745997	提前还款（全部）	2016-10-02	-1	2000	--
8745997	提前还款（全部）	2016-12-03	-1	13000	--
8745997	提前还款（全部）	2016-10-02	-1	14000	--
8745997	提前还款（全部）	2016-10-02	-1	10000	--
8745997	提前还款（全部）	2017-08-24	-1	10000	--
8745997	提前还款（全部）	2014-11-21	-4	3008	--
8745997	提前还款（全部）	2016-03-22	-2	35000	--
8745997	提前还款（全部）	2015-06-01	-1	25000	--
8745997	提前还款（全部）	2015-06-03	-1	30000	--
8745997	提前还款（全部）	2016-02-24	-1	2300	--
8745997	提前还款（全部）	2016-02-24	-1	2000	--
8745997	提前还款（全部）	2016-02-24	-1	2300	--
8745997	提前还款（全部）	2016-06-22	-1	15000	--
8745997	提前还款（全部）	2015-12-27	-3	1600	--
8745997	提前还款（全部）	2016-03-22	-2	25000	--
8745997	提前还款（全部）	2015-12-23	-1	12000	--
8745997	提前还款（全部）	2015-03-07	-2	20000	--
8745997	提前还款（全部）	2016-02-24	-1	2700	--
8745997	提前还款（全部）	2015-06-01	-1	26000	--
8745997	提前还款（全部）	2016-04-05	-2	14000	--
8745997	提前还款（全部）	2016-10-02	-1	13000	--
8745997	提前还款（全部）	2014-12-29	-2	4000	--
8745997	提前还款（全部）	2016-02-24	-1	2000	--
8745997	提前还款（全部）	2016-12-18	-1	4000	--
8745997	提前还款（全部）	2015-12-30	-3	4000	--
8745997	提前还款（全部）	2016-02-24	-1	3400	--
8745997	提前还款（全部）	2016-09-04	-1	2000	--
8745997	提前还款（全部）	2015-12-27	-3	3700	--
8745997	提前还款（全部）	2017-05-25	-2	10000	--
8745997	提前还款（全部）	2017-03-15	-1	5000	--
8745997	提前还款（全部）	2015-01-02	-1	20000	--
8745997	提前还款（全部）	2015-12-27	-3	3700	--
8745997	提前还款（全部）	2016-12-31	-2	13000	--
8745997	提前还款（全部）	2016-12-18	-1	14000	--
8745997	提前还款（全部）	2015-11-25	-1	20000	--
8745997	提前还款（全部）	2016-02-24	-1	1600	--
8745997	提前还款（全部）	2014-11-21	-1	15000	--
8745997	提前还款（全部）	2017-03-17	-1	24000	--
8745997	提前还款（全部）	2016-10-02	-1	15500	--
8745997	提前还款（全部）	2016-09-20	-1	11000	--
8745997	提前还款（全部）	2017-03-17	-1	18000	--
8745997	提前还款（全部）	2016-12-31	-2	12000	--
