"REPORT_ID","HOUSE_LOAN_COUNT","COMMERCIAL_LOAN_COUNT","OTHER_LOAN_COUNT","FIRST_LOAN_OPEN_MONTH","LOANCARD_COUNT","FIRST_LOANCARD_OPEN_MONTH","STANDARD_LOANCARD_COUNT","FIRST_SL_OPEN_MONTH","ANNOUNCE_COUNT","DISSENT_COUNT"
"146533","0","0","30","2014.07","10","2015.06","0","--","0","0"
"147496","0","0","18","2015.08","12","2008.09","0","--","0","0"
"138988","0","0","8","2016.01","9","2012.07","0","--","0","0"
"142657","1","0","7","2014.03","2","2015.01","0","--","0","0"
"142665","0","0","1","2016.11","17","2008.12","0","--","0","0"
"142853","0","0","1","2016.11","8","2011.08","0","--","0","0"
"144510","1","0","12","2007.02","16","2011.06","4","2012.11","0","0"
"144528","0","0","1","--","4","2008.08","0","--","0","0"
"139114","0","0","2","2013.12","13","2012.12","0","--","0","0"
"138349","0","0","40","2015.02","6","2007.07","0","--","0","0"
"138676","0","0","6","2016.05","6","2014.03","0","--","0","0"
"140614","0","0","8","2012.11","19","2008.04","0","--","0","0"
"165469","0","0","0","--","7","2015.03","0","--","0","0"
"165576","0","0","5","2016.09","4","2008.11","1","2013.07","0","0"
"161022","0","0","0","--","3","2016.05","0","--","0","0"
"161233","0","0","3","2015.10","9","2016.04","0","--","0","0"
"159514","0","0","0","--","6","2013.10","0","--","0","0"
"163711","0","0","9","2015.11","2","2008.03","0","--","0","0"
"163719","0","0","0","--","1","2014.04","0","--","0","0"
"160363","0","0","5","2016.02","3","2012.12","0","--","0","0"
"176385","0","0","0","--","5","2014.10","0","--","0","0"
"180117","0","0","3","2016.05","4","2016.03","0","--","0","0"
"173752","0","0","0","--","1","2014.05","0","--","0","0"
"174368","0","0","9","2015.09","10","2011.08","0","--","0","0"
"171359","0","0","17","2013.04","22","2007.07","0","--","0","0"
"168790","0","0","8","2015.10","22","2013.10","0","--","0","0"
"170491","0","0","1","2016.12","7","2007.06","0","--","0","0"
"169084","1","0","29","2010.01","9","2014.10","1","2016.01","0","0"
"167428","0","0","0","--","1","2013.03","0","--","0","0"
"185146","0","0","5","2015.11","8","2014.12","0","--","0","0"
"183519","0","0","3","2015.01","4","2016.04","0","--","0","0"
"183563","0","0","0","--","4","2015.08","0","--","0","0"
"185346","0","0","22","2016.06","4","2008.02","1","2011.03","0","0"
"185363","0","0","0","--","4","2016.04","0","--","0","0"
"181973","0","0","0","--","4","2015.01","1","2016.09","0","0"
"183728","1","0","1","2009.11","6","2009.12","3","2013.06","0","0"
"185630","0","0","0","--","3","2014.05","0","--","0","0"
"194955","0","0","11","2016.04","15","2014.07","0","--","0","0"
"185780","0","0","3","2016.06","11","2008.01","0","--","0","0"
"182242","0","0","9","2016.02","12","2012.05","0","--","0","0"
"182405","1","0","2","2007.01","6","2004.07","4","2004.06","0","0"
"184329","0","0","6","2006.06","7","2010.11","0","--","0","0"
"186107","0","0","2","2016.11","3","2015.12","0","--","0","0"
"182616","1","0","10","2015.10","14","2007.12","0","--","0","0"
"184385","0","0","20","2011.06","12","2012.01","0","--","0","0"
"184410","0","0","4","2003.09","9","2006.06","0","--","0","0"
"184536","0","0","0","--","1","2011.11","0","--","0","0"
"181200","0","0","14","2016.05","6","2009.03","0","--","0","0"
"192198","0","0","2","2016.04","2","2015.04","0","--","0","0"
"192728","2","0","3","2001.10","9","2009.03","3","1997.05","0","0"
"193398","0","0","5","2016.04","12","2006.10","0","--","0","0"
"193458","0","0","0","--","5","2016.04","0","--","0","0"
"193620","0","0","0","--","4","2014.01","0","--","0","0"
"193623","0","0","0","--","4","2011.09","0","--","0","0"
"188734","0","0","11","2014.04","17","2010.10","1","2013.11","0","0"
"188968","0","0","3","2016.10","1","2016.03","0","--","0","0"
"190373","0","0","12","2016.03","5","2014.06","0","--","0","0"
"191695","0","0","11","2015.04","12","2013.12","0","--","0","0"
"190603","0","0","2","2008.07","9","2011.08","0","--","0","0"
"188155","0","0","1","2013.12","17","2016.01","0","--","0","0"
"188201","0","0","0","--","1","2015.12","1","2010.08","0","0"
"188238","0","0","1","2016.08","10","2015.03","0","--","0","0"
"202295","0","0","0","--","9","2009.06","0","--","0","0"
"204373","0","0","8","2016.06","7","2015.04","0","--","0","0"
"200751","0","0","2","2011.01","16","2007.07","0","--","0","0"
"202572","0","0","0","--","4","2015.01","0","--","0","0"
"202641","1","0","20","2015.04","6","2015.06","0","--","0","0"
"204463","0","0","22","2016.01","5","2007.11","0","--","0","0"
"202809","1","0","2","2006.12","4","2009.03","0","--","0","0"
"202874","0","0","9","2016.09","6","2007.12","0","--","0","0"
"204824","0","0","6","2016.07","6","2003.11","1","1997.03","0","0"
"206364","0","0","0","--","1","2015.07","0","--","0","0"
"204913","0","0","57","2015.11","5","2009.09","0","--","0","0"
"204958","0","0","8","2011.11","8","2011.12","0","--","0","0"
"206687","0","0","2","2016.10","3","2013.04","0","--","0","0"
"203183","0","0","3","2015.11","5","2013.11","0","--","0","0"
"206916","0","0","8","2015.09","8","2013.06","0","--","0","0"
"205151","0","0","40","2014.09","7","2013.07","0","--","0","0"
"205255","1","0","13","2015.09","18","2010.11","0","--","0","0"
"199903","0","0","2","2016.04","5","2011.06","0","--","0","0"
"203629","0","0","4","2016.06","2","2016.01","0","--","0","0"
"205439","0","0","9","2015.06","11","2008.12","0","--","0","0"
"205513","0","0","1","2016.11","6","2012.07","0","--","0","0"
"200200","0","0","1","2016.07","3","2012.06","0","--","0","0"
"203831","0","0","0","--","1","2013.03","0","--","0","0"
"198773","4","0","4","2000.06","15","2003.11","5","2001.09","0","0"
"207863","1","0","7","2010.12","21","2008.06","2","2013.09","0","0"
"207873","0","0","1","2016.04","20","2007.08","2","2004.03","0","0"
"208266","1","0","1","2015.04","3","2010.10","0","--","0","0"
"209250","0","0","5","2016.10","5","2006.11","0","--","0","0"
"209467","1","0","20","2010.10","30","2011.11","5","2013.03","0","0"
"207337","0","0","6","2016.10","3","2014.12","0","--","0","0"
"208992","0","0","8","2016.04","15","2008.01","0","--","0","0"
"209031","0","0","5","2015.12","6","2012.11","0","--","0","0"
"196445","0","0","0","--","12","2006.04","0","--","0","0"
"197722","0","0","1","2015.05","1","2013.04","0","--","0","0"
"195391","0","0","1","2016.06","8","2011.05","1","2014.06","0","0"
"196730","0","0","1","2016.08","12","2013.09","0","--","0","0"
"196813","0","0","2","2015.08","6","2010.01","0","--","0","0"
"199361","1","0","1","2005.06","26","2008.05","1","2009.09","0","0"
"195604","0","0","1","2016.09","7","2014.08","0","--","0","0"
"198252","0","0","1","2016.01","17","2013.10","0","--","0","0"
"199493","0","0","4","2015.01","3","2015.10","0","--","0","0"
"195721","1","0","2","2010.04","3","2010.03","0","--","0","0"
"198300","0","0","0","--","10","2014.08","0","--","0","0"
"195783","0","0","10","2010.01","3","2014.04","0","--","0","0"
"195830","0","0","1","2009.10","6","2015.01","1","2010.12","0","0"
"198428","0","0","0","--","6","2013.03","0","--","0","0"
"199708","0","0","1","2016.07","8","2008.01","3","2015.04","0","0"
"198606","0","0","4","2016.07","4","2010.10","0","--","0","0"
"207548","0","0","0","--","4","2012.12","0","--","0","0"
"196014","0","0","0","--","2","2014.07","0","--","0","0"
"198671","0","0","4","2016.06","7","2011.07","0","--","0","0"
"210177","0","0","74","2012.11","4","2014.01","0","--","0","0"
"216213","2","0","21","2007.08","20","2008.06","0","--","0","0"
"212205","0","0","0","--","10","2014.08","0","--","0","0"
"212214","0","0","0","--","4","2016.05","0","--","0","0"
"216294","0","0","25","2015.07","2","2012.11","0","--","0","0"
"210496","0","0","4","2015.01","5","2015.02","0","--","0","0"
"212314","0","0","5","2016.11","18","2010.03","5","2014.09","0","0"
"216386","0","0","1","2016.03","6","2014.03","0","--","0","0"
"210824","0","0","2","2015.11","15","2009.04","0","--","0","0"
"212653","0","0","8","2015.10","4","2012.09","0","--","0","0"
"216718","0","0","3","2016.08","3","2016.05","0","--","0","0"
"210933","1","0","1","2012.07","9","2007.03","0","--","0","0"
"211275","0","0","1","2016.11","2","2015.06","0","2015.11","0","0"
"214976","1","0","3","2014.11","3","2015.01","0","--","0","0"
"215389","1","0","1","2008.02","2","2015.10","0","--","0","0"
"215083","1","0","11","2013.06","20","2010.05","0","--","0","0"
"213447","0","0","6","2016.09","9","2014.11","0","--","0","0"
"215505","0","0","2","2016.05","8","2013.09","0","--","0","0"
"211650","0","0","0","--","12","2011.03","0","--","0","0"
"213512","0","0","0","--","3","2014.11","0","--","0","0"
"213685","0","0","2","2015.03","13","2007.04","1","2013.03","0","0"
"215789","0","0","9","2016.02","5","2013.09","0","--","0","0"
"222786","0","0","0","--","17","2006.01","0","--","0","0"
"217755","0","0","0","--","9","2014.04","0","--","0","0"
"217833","0","0","0","--","17","2014.08","0","--","0","0"
"221983","0","0","0","--","3","2013.10","0","--","0","0"
"222042","0","0","1","2013.01","7","2009.09","0","--","0","0"
"224032","0","0","2","2016.11","4","2009.07","0","--","0","0"
"220216","0","0","5","2016.02","17","2007.12","0","--","0","0"
"222106","0","0","1","2016.05","13","2016.01","0","--","0","0"
"222130","0","0","1","2016.08","7","2014.08","0","--","0","0"
"218473","0","0","9","2016.04","3","2014.08","0","--","0","0"
"220366","0","0","9","2008.04","7","2009.04","0","2003.11","0","0"
"222177","0","0","5","2016.08","10","2014.10","0","--","0","0"
"222293","0","0","1","2016.05","3","2016.04","0","2016.09","0","0"
"222296","0","0","4","2016.07","5","2015.09","0","--","0","0"
"222362","1","0","3","2010.12","4","2007.03","0","--","0","0"
"223309","0","0","13","2015.10","2","2012.09","0","--","0","0"
"218808","0","0","6","2016.05","3","2016.03","0","2016.06","0","0"
"220684","0","0","2","2016.04","1","2016.03","0","--","0","0"
"220754","0","0","11","2009.05","12","2012.06","0","2016.05","0","0"
"220795","0","0","1","2002.10","4","2015.07","0","--","0","0"
"217318","0","0","2","2016.06","10","2015.12","0","--","0","0"
"219043","0","0","16","2009.11","14","2014.09","1","2011.05","0","0"
"209655","0","0","3","2016.04","4","2008.12","1","2009.03","0","0"
"220991","0","0","4","2016.04","6","2009.07","2","2015.12","0","0"
"222380","0","0","0","--","13","2013.03","2","2011.11","0","0"
"217394","0","0","1","2016.04","23","2008.04","0","--","0","0"
"221126","0","0","1","2016.11","2","2015.12","0","2012.05","0","0"
"221317","0","0","0","--","2","2012.09","0","--","0","0"
"232515","1","0","2","2015.02","5","2014.11","2","2014.10","0","0"
"233272","0","0","2","2015.06","5","2015.04","0","--","0","0"
"232099","0","0","0","--","11","2016.05","0","--","0","0"
"232177","0","0","10","2015.12","7","2014.04","0","--","0","0"
"233034","0","0","0","--","11","2015.08","0","--","0","0"
"233039","0","0","26","2016.01","10","2015.06","0","--","0","0"
"233087","0","0","9","2016.05","7","2008.03","1","2005.07","0","0"
"233444","0","0","6","2016.05","3","2012.06","0","--","0","0"
"233710","0","0","0","--","5","2012.10","0","--","0","0"
"235475","0","0","2","2016.06","4","2015.10","0","--","0","0"
"236722","0","0","7","2016.03","10","2010.08","1","2012.06","0","0"
"236999","0","0","0","--","18","2011.05","0","--","0","0"
"235678","0","0","0","--","6","2012.11","0","--","0","0"
"238492","1","0","18","2009.06","7","2009.01","0","--","0","0"
"236096","0","0","1","2015.11","20","2011.09","0","--","0","0"
"236162","0","0","10","2016.03","2","2012.11","0","--","0","0"
"236194","0","0","2","2016.12","4","2016.04","1","2013.01","0","0"
"236241","0","0","2","2016.03","3","2015.09","0","--","0","0"
"237701","0","0","2","2003.09","13","2005.12","0","--","0","0"
"234589","0","0","3","2015.12","7","2007.07","0","--","0","0"
"234596","0","0","17","2012.11","10","2015.08","0","--","0","0"
"234698","0","0","6","2016.01","13","2013.04","0","--","0","0"
"231776","0","0","0","--","2","2016.07","0","--","0","0"
"233244","0","0","3","2016.02","3","2013.06","0","--","0","0"
"232906","0","0","0","--","6","2015.03","0","--","0","0"
"225831","0","0","2","2016.09","3","2012.05","0","--","0","0"
"225913","0","0","8","2016.06","7","2007.11","0","--","0","0"
"226739","0","0","4","2016.05","8","2015.05","0","2016.05","0","0"
"230557","1","0","0","2015.10","1","2015.11","0","--","0","0"
"229438","0","0","1","2014.07","11","2009.08","0","--","0","0"
"229502","0","0","10","2015.12","8","2014.04","1","2008.06","0","0"
"227478","0","0","1","2016.10","8","2007.08","3","2008.04","0","0"
"227497","0","0","6","2015.07","0","--","0","--","0","0"
"227613","0","0","1","2016.11","5","2014.07","0","2014.02","0","0"
"231261","0","0","10","2013.01","16","2012.07","0","--","0","0"
"227767","0","0","0","--","1","2016.05","0","--","0","0"
"229988","0","0","11","2014.05","10","2014.04","2","1999.10","0","0"
"230005","0","0","1","2016.08","5","2012.05","0","--","0","0"
"227875","0","0","2","2016.04","8","2011.10","1","2010.03","0","0"
"227891","1","0","11","2010.07","7","2008.09","0","--","0","0"
"229143","0","0","4","2016.06","24","2012.07","0","--","0","0"
"230299","0","0","4","2016.09","6","2016.03","0","--","0","0"
"230329","0","0","0","--","8","2011.04","0","--","0","0"
"228144","0","0","1","2016.11","1","2016.03","0","--","0","0"
"229267","0","0","8","2012.09","13","2010.02","0","--","0","0"
"229304","0","0","0","--","2","2009.11","0","--","0","0"
"229365","0","0","2","2016.03","10","2009.08","0","--","0","0"
"230448","0","0","24","2016.03","17","2007.04","0","--","0","0"
"230968","0","0","9","2016.02","5","2016.01","0","--","0","0"
"225488","0","0","5","2016.06","0","--","1","2010.07","0","0"
"251824","0","0","3","2015.06","1","2016.06","0","--","0","0"
"252034","0","0","2","2015.09","1","2015.09","0","--","0","0"
"252118","0","0","12","2015.12","10","2011.02","0","--","0","0"
"248778","0","0","0","--","3","2013.04","0","--","0","0"
"245583","0","0","1","2016.11","4","2012.08","0","--","0","0"
"249469","0","0","7","2015.08","7","2013.10","0","2016.01","0","0"
"247621","0","0","0","--","10","2012.06","0","--","0","0"
"246118","0","0","1","2016.08","7","2014.01","0","--","0","0"
"241281","1","0","11","2014.01","30","2012.08","0","--","0","0"
"240614","1","0","2","2012.05","11","2010.10","0","--","0","0"
"241463","0","0","3","2015.10","4","2008.10","0","--","0","0"
"242481","0","0","5","2015.05","11","2012.10","0","--","0","0"
"242516","0","0","0","--","3","2015.11","0","--","0","0"
"242875","0","0","0","--","1","2015.05","0","--","0","0"
"242891","0","0","1","2016.01","9","2008.12","1","2009.06","0","0"
"243012","0","0","0","--","21","2007.11","0","--","0","0"
"243269","0","0","0","--","4","2014.07","0","--","0","0"
"243385","0","0","8","2016.06","12","2012.09","0","--","0","0"
"243505","0","0","2","2016.09","16","2006.11","0","--","0","0"
"243589","0","0","0","--","4","2007.09","1","2006.12","0","0"
"243828","0","0","2","2016.01","5","2016.01","0","--","0","0"
"243841","1","0","18","2007.11","11","2008.02","4","2013.08","0","0"
"245059","0","0","0","--","5","2008.03","0","--","0","0"
"253037","0","0","4","2016.04","10","2014.05","2","2011.06","0","0"
"253413","1","0","2","2012.12","8","2011.01","0","--","0","0"
"244532","0","0","1","2015.09","5","2012.03","0","--","0","0"
"240092","1","0","4","2005.08","3","2013.06","0","--","0","0"
"241733","0","0","1","2008.07","3","2014.03","0","--","0","0"
"239342","0","0","0","--","2","2014.03","0","--","0","0"
"256434","0","0","40","2010.01","8","2009.09","0","--","0","0"
"256456","0","0","25","2013.10","21","2008.11","0","--","0","0"
"259968","0","0","8","2016.01","21","2007.11","0","--","0","0"
"259980","1","0","2","2002.12","9","2012.06","2","2013.03","0","0"
"254751","0","0","3","2016.06","11","2009.11","0","--","0","0"
"260137","1","0","29","2014.05","4","2008.08","1","2015.08","0","0"
"254822","0","0","0","--","5","2015.05","0","--","0","0"
"260193","0","0","3","2016.05","2","2015.11","1","2013.01","0","0"
"256759","0","0","3","2013.02","2","2012.03","0","--","0","0"
"258535","0","0","0","--","12","2008.05","0","--","0","0"
"257118","0","0","0","--","6","2011.12","0","--","0","0"
"257165","0","0","2","2016.07","4","2012.03","2","2013.01","0","0"
"258871","0","0","0","--","7","2012.07","0","--","0","0"
"259100","0","0","11","2016.08","13","2012.02","0","--","0","0"
"259127","0","0","0","--","10","2015.09","0","--","0","0"
"255723","1","0","6","2009.06","15","2009.01","0","--","0","0"
"254105","0","0","1","2011.06","8","2007.09","0","--","0","0"
"256017","0","0","0","--","9","2008.01","0","--","0","0"
"256147","0","0","4","2016.02","14","2012.06","0","--","0","0"
"256194","0","0","20","2016.04","5","2014.12","0","--","0","0"
"256229","0","0","7","2016.02","3","2014.04","0","--","0","0"
"256334","1","0","3","2006.08","4","2007.07","0","--","0","0"
"263212","0","0","3","2016.09","1","2013.04","0","--","0","0"
"263368","0","0","0","--","9","2013.12","0","--","0","0"
"265165","0","0","1","2016.12","4","2014.09","0","--","0","0"
"261611","0","0","1","2015.07","3","2015.10","3","2013.01","0","0"
"263489","0","0","1","2016.10","7","2011.01","0","--","0","0"
"263592","1","0","3","2012.11","16","2005.11","0","--","0","0"
"263602","0","0","4","2015.09","2","2016.06","0","--","0","0"
"267442","0","0","4","2016.04","19","2006.11","1","2013.12","0","0"
"261890","0","0","4","2015.01","6","2013.12","0","--","0","0"
"267649","0","0","11","2016.05","1","2015.12","0","--","0","0"
"267690","0","0","23","2015.12","17","2007.03","4","2009.04","0","0"
"261983","0","0","1","2015.09","13","2008.11","0","--","0","0"
"262093","0","0","0","--","4","2016.01","0","--","0","0"
"265689","0","0","2","2015.12","4","2010.07","2","2013.02","0","0"
"267528","1","0","17","2009.11","10","2012.09","0","--","0","0"
"262137","0","0","19","2015.08","18","2007.03","0","--","0","0"
"267790","0","0","14","2015.11","5","2015.09","0","--","0","0"
"265993","0","0","4","2016.03","8","2012.03","0","--","0","0"
"266250","1","0","4","2010.04","13","2008.09","0","--","0","0"
"266325","0","0","17","2013.04","4","2014.12","0","--","0","0"
"266332","0","0","0","--","4","2009.03","0","--","0","0"
"260936","0","0","3","2013.03","14","2008.11","0","--","0","0"
"266359","1","0","3","2007.04","2","2012.07","0","2011.06","0","0"
"262934","0","0","28","2015.11","17","2012.06","0","--","0","0"
"266605","0","0","21","2015.06","20","2014.07","0","--","0","0"
"266623","0","0","3","2015.01","5","2008.07","0","--","0","0"
"266638","1","0","21","2011.10","21","2007.10","2","2007.07","0","0"
"276753","1","0","16","2009.01","17","2007.02","0","--","0","0"
"276784","0","0","2","2009.06","6","2008.06","0","--","0","0"
"277163","0","0","3","2012.09","1","2016.11","0","--","0","0"
"277924","0","0","27","2015.11","5","2014.10","0","--","0","0"
"277951","0","0","3","2016.07","5","2010.01","0","--","0","0"
"278977","0","0","3","2015.10","12","2005.12","0","--","0","0"
"279463","0","0","139","2010.08","26","2007.04","5","2013.08","0","0"
"279873","0","0","3","2016.02","19","2008.08","0","--","0","0"
"279894","0","0","1","2016.09","2","2016.03","0","--","0","0"
"280012","0","0","2","2009.07","5","2010.01","0","--","0","0"
"281906","0","0","2","2015.10","2","2015.01","0","--","0","0"
"281036","0","0","27","2015.07","28","2007.10","0","--","0","0"
"281100","0","0","24","2016.01","17","2008.09","1","2013.05","0","0"
"281989","0","0","3","2016.01","7","2013.04","0","--","0","0"
"280291","0","0","6","2015.02","24","2008.03","0","--","0","0"
"281200","0","0","10","2015.11","7","2006.12","0","--","0","0"
"282208","0","0","6","2010.03","11","2009.11","0","--","0","0"
"282253","0","0","0","--","1","2012.06","0","--","0","0"
"280498","0","0","4","2015.11","8","2012.01","0","--","0","0"
"282415","0","0","8","2016.05","5","2015.02","0","--","0","0"
"280632","0","0","0","--","1","2014.10","0","--","0","0"
"281496","0","0","9","2016.04","14","2014.08","0","--","0","0"
"281541","0","0","3","2012.12","18","2006.12","0","--","0","0"
"275995","0","0","8","2015.07","7","2013.04","0","--","0","0"
"276015","0","0","23","2015.03","1","2015.12","0","--","0","0"
"276068","0","0","2","2016.10","8","2013.07","0","--","0","0"
"281682","0","0","5","2016.08","10","2011.05","0","--","0","0"
"282290","0","0","8","2003.12","8","2008.08","0","--","0","0"
"268005","0","0","0","--","2","2014.04","0","--","0","0"
"277329","1","0","0","2009.07","4","2015.03","0","--","0","0"
"276234","0","0","105","2014.05","18","2012.08","1","2009.02","0","0"
"268189","0","0","3","2014.07","7","2012.04","0","--","0","0"
"278338","0","0","2","2016.09","5","2013.09","0","--","0","0"
"276449","0","0","1","2016.10","6","2014.12","0","--","0","0"
"276553","0","0","3","2015.12","10","2015.03","0","--","0","0"
"277888","0","0","2","2016.05","6","2008.12","4","2008.06","0","0"
"270563","0","0","7","2015.09","11","2014.02","0","--","0","0"
"272677","0","0","14","2016.01","9","2014.01","0","--","0","0"
"272921","0","0","3","2012.03","4","2010.10","0","--","0","0"
"272956","0","0","9","2008.05","10","2008.05","0","--","0","0"
"273030","0","0","12","2010.10","16","2006.10","0","--","0","0"
"273201","0","0","2","2016.11","4","2013.01","0","--","0","0"
"273521","0","0","0","--","4","2015.03","0","--","0","0"
"273640","0","0","0","--","3","2016.05","0","--","0","0"
"273745","0","0","1","2010.03","1","2016.07","0","--","0","0"
"273874","0","0","0","--","16","2015.07","0","--","0","0"
"274403","0","0","19","2015.11","18","2013.06","0","--","0","0"
"274639","0","0","2","2015.04","6","2011.09","0","--","0","0"
"274857","0","0","0","--","1","2013.02","0","--","0","0"
"275120","0","0","7","2010.12","12","2010.05","0","2013.06","0","0"
"275169","0","0","3","2016.11","3","2015.01","0","--","0","0"
"275198","0","0","1","2016.10","3","2016.03","0","--","0","0"
"275289","0","0","1","2016.11","4","2011.12","0","--","0","0"
"275305","1","0","6","2010.02","14","2008.06","1","2010.03","0","0"
"275571","0","0","2","2015.08","8","2012.04","0","--","0","0"
"275581","0","0","4","2013.01","6","2008.05","0","--","0","0"
"275756","0","0","10","2016.01","8","2015.11","0","--","0","0"
"275836","0","0","0","--","1","2013.10","0","--","0","0"
"275651","0","0","36","2014.11","19","2008.06","0","--","0","0"
"269967","0","0","0","--","5","2013.05","0","--","0","0"
"270871","0","0","3","2016.06","3","2016.03","0","--","0","0"
"271934","0","0","0","--","6","2010.01","1","2004.12","0","0"
"271939","0","0","1","2016.06","1","2015.01","0","--","0","0"
"268839","0","0","2","2016.05","2","2015.11","0","--","0","0"
"270973","0","0","0","--","4","2015.07","0","--","0","0"
"271982","0","0","3","2016.11","5","2009.04","0","--","0","0"
"269004","0","0","12","2013.09","8","2013.04","0","--","0","0"
"272088","0","0","12","2016.01","8","2014.09","0","--","0","0"
"269088","0","0","41","2015.05","10","2008.06","0","--","0","0"
"270127","0","0","1","2015.08","1","2015.07","0","--","0","0"
"271279","0","0","5","2016.02","7","2014.05","0","--","0","0"
"271318","0","0","1","2015.09","11","2007.11","0","--","0","0"
"272287","0","0","5","2016.11","4","2014.11","0","--","0","0"
"272297","0","0","1","2008.06","13","2009.12","0","--","0","0"
"272341","1","0","4","2012.03","17","2008.03","0","--","0","0"
"272383","0","0","12","2015.11","11","2007.04","0","--","0","0"
"272419","0","0","4","2007.12","9","2012.01","0","--","0","0"
"272421","0","0","4","2006.12","8","2010.11","0","--","0","0"
"269469","0","0","1","2016.11","3","--","1","2012.11","0","0"
"294192","0","0","1","2016.11","6","2015.09","0","--","0","0"
"294394","0","0","1","2016.11","7","2013.09","0","--","0","0"
"294516","0","0","3","2016.02","12","2015.06","0","--","0","0"
"296347","0","0","10","2010.01","10","2008.04","0","--","0","0"
"296530","0","0","0","--","9","2011.04","0","2012.09","0","0"
"292958","0","0","9","2009.12","2","2013.01","0","--","0","0"
"294809","0","0","2","2016.02","6","2015.09","0","--","0","0"
"291390","1","0","7","2015.07","12","2010.02","0","--","0","0"
"293042","0","0","0","--","2","2011.05","0","--","0","0"
"291398","1","0","5","2012.09","1","2014.08","0","--","0","0"
"291441","0","0","15","2016.05","13","2012.03","0","--","0","0"
"293171","0","0","17","2015.08","11","2008.06","0","--","0","0"
"294987","0","0","7","2015.12","9","2013.08","0","--","0","0"
"296543","0","0","18","2000.08","12","2007.09","0","--","0","0"
"291611","1","0","0","2015.10","3","2016.04","0","--","0","0"
"295089","0","0","5","2016.05","10","2008.11","0","--","0","0"
"295157","0","0","1","2016.11","10","2014.07","0","--","0","0"
"296865","0","0","23","2015.08","13","2006.11","0","--","0","0"
"291731","0","0","18","2015.11","19","2014.04","0","--","0","0"
"293394","0","0","0","--","7","2013.05","0","--","0","0"
"293446","0","0","0","--","2","2015.08","0","--","0","0"
"293457","0","0","1","2016.08","5","2012.09","0","--","0","0"
"297032","0","0","2","2008.06","2","--","0","2011.03","0","0"
"291813","1","0","2","2012.12","6","2010.03","0","--","0","0"
"293548","0","0","4","2016.08","3","2016.04","0","--","0","0"
"291869","0","0","0","--","5","2009.04","0","--","0","0"
"295393","0","0","2","2015.04","11","2006.03","2","2011.08","0","0"
"295476","0","0","0","--","1","2016.03","0","--","0","0"
"292061","0","0","8","2015.06","12","2013.03","0","--","0","0"
"292115","0","0","7","2009.03","2","2015.04","1","2016.03","0","0"
"292178","0","0","2","2016.11","6","2008.12","0","--","0","0"
"294060","0","0","1","2016.11","1","2012.05","0","--","0","0"
"284859","0","0","0","--","1","2016.11","0","--","0","0"
"285642","0","0","2","2016.04","1","2013.09","0","--","0","0"
"285755","0","0","4","2015.05","2","2016.01","0","--","0","0"
"283403","0","0","0","--","9","2015.09","0","--","0","0"
"284220","0","0","0","--","9","2016.03","0","--","0","0"
"285935","0","0","0","--","13","2007.03","0","--","0","0"
